Airport_A,Airport_B,Count,Month,A_IATA,A_Name,A_City,A_State,A_Country,A_Elevation,A_Lat,A_Lon,A_TZ,B_IATA,B_Name,B_City,B_State,B_Country,B_Elevation,B_Lat,B_Lon,B_TZ
EDDB,ENGM,134,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo
ENGM,LEMD,84,2025-03,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
EGKK,ENGM,202,2025-03,LGW,London Gatwick Airport,London,England,GB,202,51.1481018066,-0.1902779937,Europe/London,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo
EIDW,LSZH,214,2025-03,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
ENGM,LSGG,119,2025-03,OSL,Oslo Gardermoen Airport,Oslo,Akershus,NO,681,60.193901062,11.100399971,Europe/Oslo,GVA,Geneva Cointrin International Airport,Geneva,Geneva,CH,1411,46.2380981445,6.1089501381,Europe/Paris
EDDM,LSGG,244,2025-03,MUC,Munich International Airport,Munich,Bavaria,DE,1487,48.3538017273,11.7861003876,Europe/Berlin,GVA,Geneva Cointrin International Airport,Geneva,Geneva,CH,1411,46.2380981445,6.1089501381,Europe/Paris
KHND,LSZH,3,2025-03,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
EBBR,LSZH,241,2025-03,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
LOWW,LSZH,446,2025-03,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
LOWW,LTBA,118,2025-03,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
RPLL,VTBD,145,2025-03,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila,DMK,Don Mueang International Airport,Bangkok,Bangkok,TH,9,13.9125995636,100.6070022583,Asia/Bangkok
LEMD,LTBA,150,2025-03,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
EGCC,LTBA,84,2025-03,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
EIDW,EKCH,144,2025-03,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen
EGSS,EKCH,189,2025-03,STN,London Stansted Airport,London,England,GB,348,51.8849983215,0.2349999994,Europe/London,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen
EDDB,LPPT,172,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,LIS,Lisbon Portela Airport,Lisbon,Lisbon,PT,374,38.7812995911,-9.1359195709,Europe/Lisbon
EDDB,EIDW,201,2025-03,BER,Berlin Brandenburg Airport,Berlin,Brandenburg,DE,156,52.366667,13.503333,Europe/Berlin,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin
EKCH,LEBL,245,2025-03,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid
EHAM,KMIA,97,2025-03,AMS,Amsterdam Airport Schiphol,Amsterdam,North-Holland,NL,-11,52.3086013794,4.7638897896,Europe/Amsterdam,MIA,Miami International Airport,Miami,Florida,US,8,25.7931995392,-80.2906036377,America/New_York
LEBL,LTBA,136,2025-03,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LTBA,LTBA,195,2025-03,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul,ISL,Ataturk International Airport,Istanbul,Istanbul,TR,163,40.9768981934,28.8145999908,Europe/Istanbul
LEMD,LSGG,382,2025-03,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,GVA,Geneva Cointrin International Airport,Geneva,Geneva,CH,1411,46.2380981445,6.1089501381,Europe/Paris
LFPB,LSZH,340,2025-03,LBG,Paris-Le Bourget Airport,Paris,Ile-de-France,FR,218,48.9693984985,2.4413900375,Europe/Paris,ZRH,Zurich Airport,Zurich,Zurich,CH,1416,47.4646987915,8.5491695404,Europe/Zurich
EBBR,LEMD,631,2025-03,BRU,Brussels Airport,Brussels,Flanders,BE,184,50.9014015198,4.4844398499,Europe/Brussels,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
EIDW,LEMD,295,2025-03,DUB,Dublin Airport,Dublin,Leinster,IE,242,53.4212989807,-6.270070076,Europe/Dublin,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid
KBOS,RKSI,57,2025-03,BOS,General Edward Lawrence Logan International Airport,Boston,Massachusetts,US,20,42.36429977,-71.00520325,America/New_York,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
CYYZ,RKSI,111,2025-03,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
KORD,RKSI,166,2025-03,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RKSI,WMKK,286,2025-03,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul,KUL,Kuala Lumpur International Airport,Kuala Lumpur,,MY,69,2.745579958,101.7099990845,Asia/Kuala_Lumpur
CYYZ,KORD,953,2025-03,YYZ,Lester B. Pearson International Airport,Toronto,Ontario,CA,569,43.6772003174,-79.6305999756,America/Toronto,ORD,Chicago O'Hare International Airport,Chicago,Illinois,US,672,41.97859955,-87.90480042,America/Chicago
RJTT,RKSI,522,2025-03,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,ICN,Incheon International Airport,Seoul,Incheon,KR,23,37.4691009521,126.4509963989,Asia/Seoul
RJBB,RPLL,221,2025-03,KIX,Kansai International Airport,Osaka,Osaka,JP,26,34.4272994995,135.2440032959,Asia/Tokyo,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RPLL,VTBS,315,2025-03,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RCTP,RPLL,790,2025-03,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RJTT,RPLL,245,2025-03,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RJAA,RPLL,559,2025-03,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,MNL,Ninoy Aquino International Airport,Manila,,PH,75,14.508600235,121.019996643,Asia/Manila
RCTP,WSSS,628,2025-03,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,TW,106,25.0776996613,121.233001709,Asia/Taipei,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
RJTT,WSSS,367,2025-03,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
WSSS,YBBN,253,2025-03,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane
OMDB,WSSS,276,2025-03,DXB,Dubai International Airport,Dubai,Dubai,AE,34,25.2527999878,55.3643989563,Asia/Dubai,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
WSSS,ZBAA,125,2025-03,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
VHHH,YBBN,82,2025-03,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,BNE,Brisbane International Airport,Brisbane,Queensland,AU,13,-27.3841991425,153.1170043945,Australia/Brisbane
NZAA,VHHH,182,2025-03,AKL,Auckland International Airport,Auckland,Auckland,NZ,23,-37.0080986023,174.7920074463,Pacific/Auckland,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
LOWW,ZBAA,50,2025-03,VIE,Vienna International Airport,Vienna,Lower-Austria,AT,600,48.1102981567,16.5697002411,Europe/Vienna,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LSGG,ZBAA,22,2025-03,GVA,Geneva Cointrin International Airport,Geneva,Geneva,CH,1411,46.2380981445,6.1089501381,Europe/Paris,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LIMC,ZBAA,67,2025-03,MXP,Malpensa International Airport,Milan,Lombardy,IT,768,45.6305999756,8.7281103134,Europe/Rome,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
ESSA,ZBAA,33,2025-03,ARN,Stockholm-Arlanda Airport,Stockholm,Stockholm,SE,137,59.6519012451,17.9186000824,Europe/Stockholm,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
EKCH,ZBAA,28,2025-03,CPH,Copenhagen Kastrup Airport,Copenhagen,Capital-Region,DK,17,55.6179008484,12.6560001373,Europe/Copenhagen,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
LEBL,ZBAA,49,2025-03,BCN,Barcelona International Airport,Barcelona,Catalonia,ES,12,41.2971000671,2.0784599781,Europe/Madrid,PEK,Beijing Capital International Airport,Beijing,Beijing,CN,116,40.0801010132,116.5849990845,Asia/Shanghai
VHHH,VIDP,269,2025-03,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.5664997101,77.1031036377,Asia/Kolkata
EGCC,VHHH,23,2025-03,MAN,Manchester Airport,Manchester,England,GB,257,53.3536987305,-2.2749500275,Europe/London,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
VHHH,VOBL,85,2025-03,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata
LEMD,VHHH,18,2025-03,MAD,Madrid Barajas International Airport,Madrid,Madrid,ES,2001,40.4936,-3.56676,Europe/Madrid,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
KJFK,VHHH,184,2025-03,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,HKG,Chek Lap Kok International Airport,Hong Kong,,HK,28,22.3089008331,113.915000916,Asia/Hong_Kong
VOHS,WSSS,160,2025-03,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
OMAA,VIDP,244,2025-03,AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.4330005646,54.6511001587,Asia/Dubai,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.5664997101,77.1031036377,Asia/Kolkata
VABB,VOHS,1226,2025-03,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,HYD,Rajiv Gandhi International Airport Shamshabad,Hyderabad,Telangana,IN,2024,17.2313175201,78.4298553467,Asia/Kolkata
VABB,VOBL,1984,2025-03,BOM,Chhatrapati Shivaji International Airport,Mumbai,Maharashtra,IN,37,19.0886993408,72.8678970337,Asia/Kolkata,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata
OMAA,VOBL,320,2025-03,AUH,Abu Dhabi International Airport,Abu Dhabi,Abu-Dhabi,AE,88,24.4330005646,54.6511001587,Asia/Dubai,BLR,Bengaluru International Airport,Bangalore,Karnataka,IN,3000,13.1978998184,77.7062988281,Asia/Kolkata
RJAA,WSSS,391,2025-03,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,SIN,Singapore Changi International Airport,Singapore,North-East,SG,22,1.3501900434,103.9940032959,Asia/Singapore
RJAA,VTBS,475,2025-03,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
PHNL,RJAA,219,2025-03,HNL,Honolulu International Airport,Honolulu,Hawaii,US,13,21.3187007904,-157.9219970703,Pacific/Honolulu,NRT,Narita International Airport,Tokyo,Chiba,JP,141,35.7647018433,140.3860015869,Asia/Tokyo
VTBD,VTBS,375,2025-03,DMK,Don Mueang International Airport,Bangkok,Bangkok,TH,9,13.9125995636,100.6070022583,Asia/Bangkok,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
VTBS,VTBS,43,2025-03,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
RJTT,VTBS,433,2025-03,HND,Tokyo International Airport,Tokyo,Tokyo,JP,35,35.5522994995,139.7799987793,Asia/Tokyo,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
VIDP,VTBS,516,2025-03,DEL,Indira Gandhi International Airport,New Delhi,NCT,IN,777,28.5664997101,77.1031036377,Asia/Kolkata,BKK,Suvarnabhumi Airport,Bangkok,Samut-Prakan,TH,5,13.6810998917,100.7470016479,Asia/Bangkok
KBFI,KBTF,293,2025-03,BFI,Boeing Field King County International Airport,Seattle,Washington,US,21,47.5299987793,-122.3020019531,America/Los_Angeles,BTF,Skypark Airport,Bountiful,Utah,US,4234,40.8694000244,-111.927001953,America/Denver
KATL,KPHL,967,2025-03,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,Georgia,US,1026,33.6366996765,-84.4281005859,America/New_York,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York
KJFK,KPHL,15,2025-03,JFK,John F Kennedy International Airport,New York,New York,US,13,40.63980103,-73.77890015,America/New_York,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York
KCLT,KPHX,432,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KCLT,KRDU,698,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,RDU,Raleigh Durham International Airport,Raleigh/Durham,North Carolina,US,435,35.8776016235,-78.7874984741,America/New_York
CYUL,KMSP,125,2025-03,YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal,Quebec,CA,118,45.4706001282,-73.7407989502,America/Toronto,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,Minnesota,US,841,44.8819999695,-93.2218017578,America/Chicago
KCLT,KNZY,260,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,NZY,North Island Naval Air Station-Halsey Field,San Diego,California,US,26,32.69919968,-117.2149963,America/Los_Angeles
KHND,KPHL,141,2025-03,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York
KDFW,KPDX,285,2025-03,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,Texas,US,607,32.8968009949,-97.0380020142,America/Chicago,PDX,Portland International Airport,Portland,Oregon,US,31,45.58869934,-122.5979996,America/Los_Angeles
KCLT,KDEN,483,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,DEN,Denver International Airport,Denver,Colorado,US,5431,39.8616981506,-104.672996521,America/Denver
KCLT,KHND,171,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,HSH,Henderson Executive Airport,Las Vegas,Nevada,US,2492,35.9728012085,-115.1340026855,America/Los_Angeles
KPHL,KPHX,294,2025-03,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York,PHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,1135,33.434299469,-112.0120010376,America/Phoenix
KCLT,KFLL,729,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,FLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,Florida,US,9,26.072599411,-80.1527023315,America/New_York
KCLT,KSFO,299,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles
KLAS,KPHL,151,2025-03,LAS,Harry Reid International Airport,Las Vegas,Nevada,US,2181,36.08010101,-115.1520004,America/Los_Angeles,PHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,36,39.8718986511,-75.2410964966,America/New_York
KCLT,KPDX,36,2025-03,CLT,Charlotte Douglas International Airport,Charlotte,North Carolina,US,748,35.2140007019,-80.9430999756,America/New_York,PDX,Portland International Airport,Portland,Oregon,US,31,45.58869934,-122.5979996,America/Los_Angeles
KSFO,KTPA,124,2025-03,SFO,San Francisco International Airport,San Francisco,California,US,13,37.6189994812,-122.375,America/Los_Angeles,TPA,Tampa International Airport,Tampa,Florida,US,26,27.9755001068,-82.533203125,America/New_York
KDCA,KIAH,414,2025-03,DCA,Ronald Reagan Washington National Airport,Washington,Virginia,US,15,38.8521003723,-77.0376968384,America/New_York,IAH,George Bush Intercontinental Houston Airport,Houston,Texas,US,97,29.9843997955,-95.3414001465,America/Chicago
